STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
r5BLRt,17257,r5 part of basolateral reticular formation,3.30E+09,Rest Hindbrain,EA37FF,9
r5BLs,17258,superficial stratum of r5BL,3.30E+09,Rest Hindbrain,EA37FF,9
r5VLL,17259,r5 part of ventral lateral lemniscal nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
DPeO,17260,dorsal periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
LSO,17261,lateral superior olive,3.30E+09,Rest Hindbrain,EA37FF,9
MSO,17262,medial superior olive,3.30E+09,Rest Hindbrain,EA37FF,9
RPeO,17263,rostral periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
SPeO,17264,superior periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
VLPeO,17265,ventrolateral periolivary nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
r5BI,17266,intermediate part of r5B,2C86CC,Rest Hindbrain,EA37FF,9
r5BIv,17267,ventricular zone of r5BI,2C86CC,Rest Hindbrain,EA37FF,9
r5BIm,17268,mantle zone of r5BI,3.30E+09,Rest Hindbrain,EA37FF,9
r5BIp,17269,periventricular stratum of r5BI,3.30E+09,Rest Hindbrain,EA37FF,9
r5BIi,17271,intermediate stratum of r5BI,3.30E+09,Rest Hindbrain,EA37FF,9
r5BIRt,17272,r5 part of basointermediate reticular formation,3.30E+09,Rest Hindbrain,EA37FF,9
r5BIs,17273,superficial stratum of r5BI,3.30E+09,Rest Hindbrain,EA37FF,9
LTz,17274,lateral trapezoid nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
r5BM,17275,medial part of r5B,2C86CC,Rest Hindbrain,EA37FF,9
r5BMv,17276,ventricular zone of r5BM,2C86CC,Rest Hindbrain,EA37FF,9
r5BMm,17277,mantle zone of r5BM,3.30E+09,Rest Hindbrain,EA37FF,9
r5BMi,17280,intermediate stratum of r5BM,3.30E+09,Rest Hindbrain,EA37FF,9
RPnRt,17282,retropontine reticular area,3.30E+09,Rest Hindbrain,EA37FF,9
r5BMRt,17283,r5 part of basomedial reticular formation,3.30E+09,Rest Hindbrain,EA37FF,9
r5BMs,17286,superficial stratum of r5BM,3.30E+09,Rest Hindbrain,EA37FF,9
MTz,17287,medial trapezoid nucleus,3.30E+09,Rest Hindbrain,EA37FF,9
r6,17290,rhombomere 6,5DB8FF,Rest Hindbrain,EA37FF,9
r6R,17291,r6 roof plate,8BCCFF,Rest Hindbrain,EA37FF,9
r6A,17292,r6 alar plate,5DB8FF,Rest Hindbrain,EA37FF,9
r6Ve,17298,r6 part of the vestibular column,5DB8FF,Rest Hindbrain,EA37FF,9
r6Vev,17299,ventricular zone of r6Ve,5DB8FF,Rest Hindbrain,EA37FF,9
r6Vem,17300,mantle zone of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,9
r6Vep,111220784,periventricular stratum of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,9
r6MVePC,17303,r6 part of parvocellular medial vestibular nucleus,7CC6FF,Rest Hindbrain,EA37FF,9
r6Vei,111220786,intermediate stratum of r6Ve,7CC6FF,Rest Hindbrain,EA37FF,9
r6MVeMC,17302,r6 part of magnocellular medial vestibular nucleus,7CC6FF,Rest Hindbrain,EA37FF,9
r6Tr,17304,r6 part of the trigeminal column,5DB8FF,Rest Hindbrain,EA37FF,9
r6Trv,17305,ventricular zone of r6Tr,5DB8FF,Rest Hindbrain,EA37FF,9
r6Trm,17306,mantle zone of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,9
r6Trp,111220790,periventricular stratum of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,9
r6Sol,17309,r6 (gustatory) part of solitary complex,7CC6FF,Rest Hindbrain,EA37FF,9
r6Tri,111220792,intermediate stratum of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,9
r6-5Tr,17308,r6 part of trigeminal transition zone,7CC6FF,Rest Hindbrain,EA37FF,9
r6DPCRt,17310,r6 part of dorsal parvicellular reticular formation,7CC6FF,Rest Hindbrain,EA37FF,9
r6Trs,111220794,superficial stratum of r6Tr,7CC6FF,Rest Hindbrain,EA37FF,9
r6Sp5O,17307,r6 part of spinal trigeminal nucleus- pars oralis,7CC6FF,Rest Hindbrain,EA37FF,9
r6Lim,17311,liminal part of the r6 alar plate,5DB8FF,Rest Hindbrain,EA37FF,9
r6Limm,17313,mantle zone of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,9
r6Limp,111220796,periventricular stratum of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,9
r6LimCG,17314,r6 liminal central gray,7CC6FF,Rest Hindbrain,EA37FF,9
r6Limi,111220798,intermediate stratum of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,9
r6VPCRt,17315,r6 part of ventral parvicellular reticular formation,7CC6FF,Rest Hindbrain,EA37FF,9
r6Lims,111220800,superficial stratum of r6Lim,7CC6FF,Rest Hindbrain,EA37FF,9
7M,17317,facial motor nucleus,7CC6FF,Rest Hindbrain,EA37FF,9
r6B,17318,r6 basal plate,4A93CC,Rest Hindbrain,EA37FF,9
r6BL,17319,lateral part of r6B,4A93CC,Rest Hindbrain,EA37FF,9
r6BLv,17320,ventricular zone of r6BL,4A93CC,Rest Hindbrain,EA37FF,9
r6BLm,17321,mantle zone of r6BL,54A6E6,Rest Hindbrain,EA37FF,9
r6BLp,17322,periventricular stratum of r6BL,54A6E6,Rest Hindbrain,EA37FF,9
r6BLi,17324,intermediate stratum of r6BL,54A6E6,Rest Hindbrain,EA37FF,9
r6BLRt,17325,r6 part of the basolateral reticular formation,54A6E6,Rest Hindbrain,EA37FF,9
r6BLs,17326,superficial stratum of r6BL,54A6E6,Rest Hindbrain,EA37FF,9
RTZ,17327,retrotrapezoid nucleus,54A6E6,Rest Hindbrain,EA37FF,9
r6BI,17328,intermediate part of r6B,4A93CC,Rest Hindbrain,EA37FF,9
r6BIv,17329,ventricular zone of r6BI,4A93CC,Rest Hindbrain,EA37FF,9
r6BIm,17330,mantle zone of r6BI,54A6E6,Rest Hindbrain,EA37FF,9
r6BIp,17331,periventricular stratum of r6BI,54A6E6,Rest Hindbrain,EA37FF,9
r6BIi,17333,intermediate stratum of r6BI,54A6E6,Rest Hindbrain,EA37FF,9
r6BIRt,17334,r6 part of basointermediate reticular formation,54A6E6,Rest Hindbrain,EA37FF,9
r6BIs,17335,superficial stratum of r6BI,54A6E6,Rest Hindbrain,EA37FF,9
r6PGi,17336,r6 part of paragigantocellular nucleus,54A6E6,Rest Hindbrain,EA37FF,9
r6RVM,17337,r6 part of rostral ventromedial reticular area,54A6E6,Rest Hindbrain,EA37FF,9
r6BMv,17339,ventricular zone of r6BM,4A93CC,Rest Hindbrain,EA37FF,9
r6BMs,17348,superficial stratum of r6BM,54A6E6,Rest Hindbrain,EA37FF,9
MH,17352,medullary hindbrain (medulla),12D9B9,Rest Hindbrain,EA37FF,9
r7,17353,rhombomere 7,12D9B9,Rest Hindbrain,EA37FF,9
r7R,17354,r7 roof plate,6EE8D4,Rest Hindbrain,EA37FF,9
r7A,17355,r7 alar plate,12D9B9,Rest Hindbrain,EA37FF,9
r7Ve,17361,r7 part of the vestibular column,12D9B9,Rest Hindbrain,EA37FF,9
r7Vev,17362,ventricular zone of r7Ve,12D9B9,Rest Hindbrain,EA37FF,9
r7Vem,17363,mantle zone of r7Ve,56E4CD,Rest Hindbrain,EA37FF,9
r7Vep,111220816,periventricular stratum of r7Ve,56E4CD,Rest Hindbrain,EA37FF,9
r7MVePC,17365,r7 part of parvocellular medial vestibular nucleus,56E4CD,Rest Hindbrain,EA37FF,9
r7Vei,111220818,intermediate stratum of r7Ve,56E4CD,Rest Hindbrain,EA37FF,9
r7Ves,111220820,superficial stratum of r7Ve,56E4CD,Rest Hindbrain,EA37FF,9
r7SpVe,17364,r7 part of spinal vestibular nucleus,56E4CD,Rest Hindbrain,EA37FF,9
r7Tr,17366,r7 part of the trigeminal column,12D9B9,Rest Hindbrain,EA37FF,9
r7Trv,17367,ventricular zone of r7Tr,12D9B9,Rest Hindbrain,EA37FF,9
r7Trm,17368,mantle zone of r7Tr,56E4CD,Rest Hindbrain,EA37FF,9
r7Trp,111220822,periventricular stratum of r7Tr,56E4CD,Rest Hindbrain,EA37FF,9
r7Sol,17371,r7 (gustatory) part of solitary complex,56E4CD,Rest Hindbrain,EA37FF,9
r7Tri,111220824,intermediate stratum of r7Tr,56E4CD,Rest Hindbrain,EA37FF,9
r7-5Tr,17370,r7 part of trigeminal transition zone,56E4CD,Rest Hindbrain,EA37FF,9
r7DPCRt,17372,r7 part of dorsal parvicellular reticular formation,56E4CD,Rest Hindbrain,EA37FF,9
r7Trs,111220826,superficial stratum of r7Tr,56E4CD,Rest Hindbrain,EA37FF,9
r7Sp5I,17369,r7 part of spinal trigeminal nucleus- interpolar part,56E4CD,Rest Hindbrain,EA37FF,9
r7Lim,17373,liminal part of the r7 alar plate,12D9B9,Rest Hindbrain,EA37FF,9
r7Limv,17374,ventricular zone of r7Lim,12D9B9,Rest Hindbrain,EA37FF,9
r7Limm,17375,mantle zone of r7Lim,56E4CD,Rest Hindbrain,EA37FF,9
r7Limp,111220828,periventricular stratum of r7Lim,56E4CD,Rest Hindbrain,EA37FF,9
r7LimCG,17376,r7 liminal central gray,56E4CD,Rest Hindbrain,EA37FF,9
r7Limi,111220830,intermediate stratum of r7Lim,56E4CD,Rest Hindbrain,EA37FF,9
r7VPCRt,17379,r7 part of ventral parvicellular reticular formation,56E4CD,Rest Hindbrain,EA37FF,9
r7Lims,111220832,superficial stratum of r7Lim,56E4CD,Rest Hindbrain,EA37FF,9
r7Amb,17378,r7 portion of ambiguous motor nucleus,56E4CD,Rest Hindbrain,EA37FF,9
r7BL,17381,lateral part of r7B,0EAE94,Rest Hindbrain,EA37FF,9
r7BLm,17383,mantle zone of r7BL,10C3A7,Rest Hindbrain,EA37FF,9
r7BLp,17384,periventricular stratum of r7BL,10C3A7,Rest Hindbrain,EA37FF,9
r7BLi,17386,intermediate stratum of r7BL,10C3A7,Rest Hindbrain,EA37FF,9
r7BLRt,17387,r7 part of basolateral reticular formation,10C3A7,Rest Hindbrain,EA37FF,9
r7BLs,17388,superficial stratum of r7BL,10C3A7,Rest Hindbrain,EA37FF,9
RVL,17389,rostral ventrolateral reticular area,10C3A7,Rest Hindbrain,EA37FF,9
r7BI,17390,intermediate part of r7B,0EAE94,Rest Hindbrain,EA37FF,9
r7BIm,17392,mantle zone of r7BI,10C3A7,Rest Hindbrain,EA37FF,9
r7BIp,17393,periventricular stratum of r7BI,10C3A7,Rest Hindbrain,EA37FF,9
r7BIs,17397,superficial stratum of r7BI,10C3A7,Rest Hindbrain,EA37FF,9
r7PGi,17398,r7 part of paragigantocellular nucleus,10C3A7,Rest Hindbrain,EA37FF,9
r7RVM,17399,r7 part of rostral ventromedial reticular area,10C3A7,Rest Hindbrain,EA37FF,9
r8,17416,rhombomere 8,4FD9BF,Rest Hindbrain,EA37FF,9
r8A,17418,r8 alar plate,4FD9BF,Rest Hindbrain,EA37FF,9
r8Ve,17419,r8 part of the vestibular column,4FD9BF,Rest Hindbrain,EA37FF,9
r8Vev,17420,ventricular zone of r8Ve,4FD9BF,Rest Hindbrain,EA37FF,9
r8Vem,17421,mantle zone of r8Ve,79E2CE,Rest Hindbrain,EA37FF,9
r8Vei,111220844,intermediate stratum of r8Ve,79E2CE,Rest Hindbrain,EA37FF,9
r8SpVe,17422,r8 part of spinal vestibular nucleus,79E2CE,Rest Hindbrain,EA37FF,9
r8Ves,111220846,superficial stratum of r8Ve,79E2CE,Rest Hindbrain,EA37FF,9
r8Tr,17424,r8 part of the trigeminal column,4FD9BF,Rest Hindbrain,EA37FF,9
r8Trv,17425,ventricular zone of r8Tr,4FD9BF,Rest Hindbrain,EA37FF,9
r8Trm,17426,mantle zone of r8Tr,79E2CE,Rest Hindbrain,EA37FF,9
r8Trp,111220848,periventricular stratum of r8Tr,79E2CE,Rest Hindbrain,EA37FF,9
r8Sol,17429,r8 (gustatory) part of solitary complex,79E2CE,Rest Hindbrain,EA37FF,9
r8Tri,111220850,intermediate stratum of r8Tr,79E2CE,Rest Hindbrain,EA37FF,9
r8DPCRt,17430,r8 part of dorsal parvicellular reticular formation,79E2CE,Rest Hindbrain,EA37FF,9
r8Trs,111220852,superficial stratum of r8Tr,79E2CE,Rest Hindbrain,EA37FF,9
r8Sp5I,17427,r8 part of spinal trigeminal nucleus- interpolar part,79E2CE,Rest Hindbrain,EA37FF,9
r8Lim,17431,liminal part of the r8 alar plate,4FD9BF,Rest Hindbrain,EA37FF,9
r8Limv,17432,ventricular zone of r8Lim,4FD9BF,Rest Hindbrain,EA37FF,9
r8Limm,17433,mantle zone of r8Lim,79E2CE,Rest Hindbrain,EA37FF,9
r8Limp,111220854,periventricular stratum of r8Lim,79E2CE,Rest Hindbrain,EA37FF,9
r8-10M,17435,r8 portion of vagal motor nucleus,79E2CE,Rest Hindbrain,EA37FF,9
r8Limi,111220856,intermediate stratum of r8Lim,79E2CE,Rest Hindbrain,EA37FF,9
r8VPCRt,17434,r8 part of ventral parvicellular reticular formation,79E2CE,Rest Hindbrain,EA37FF,9
r8Lims,111220858,superficial stratum of r8Lim,79E2CE,Rest Hindbrain,EA37FF,9
r8Amb,17436,r8 portion of ambiguous motor nucleus,79E2CE,Rest Hindbrain,EA37FF,9
r8BL,17438,lateral part of r8B,3FAE99,Rest Hindbrain,EA37FF,9
r8BLv,17439,ventricular zone of r8BL,3FAE99,Rest Hindbrain,EA37FF,9
r8BLm,17440,mantle zone of r8BL,47C3AC,Rest Hindbrain,EA37FF,9
r8BLi,17443,intermediate stratum of r8BL,47C3AC,Rest Hindbrain,EA37FF,9
r8BLRt,17444,r8 part of basolateral reticular formation,47C3AC,Rest Hindbrain,EA37FF,9
r8BLs,17445,superficial stratum of r8BL,47C3AC,Rest Hindbrain,EA37FF,9
r8LRt,17446,r8 part of lateral reticular nucleus,47C3AC,Rest Hindbrain,EA37FF,9
r9,17476,rhombomere 9,75D9BF,Rest Hindbrain,EA37FF,9
r9R,17477,r9 roof plate,AAE7D7,Rest Hindbrain,EA37FF,9
r9A,17478,r9 alar plate,75D9BF,Rest Hindbrain,EA37FF,9
r9Tr,17485,r9 part of the trigeminal column,75D9BF,Rest Hindbrain,EA37FF,9
r9Trv,17486,ventricular zone of r9Tr,75D9BF,Rest Hindbrain,EA37FF,9
r9Trm,17487,mantle zone of r9Tr,96E2CE,Rest Hindbrain,EA37FF,9
r9Trp,111220874,periventricular stratum of r9Tr,96E2CE,Rest Hindbrain,EA37FF,9
r9Sol,17490,r9 (gustatory) part of solitary complex,96E2CE,Rest Hindbrain,EA37FF,9
r9Tri,111220876,intermediate stratum of r9Tr,96E2CE,Rest Hindbrain,EA37FF,9
r9-5Tr,17489,r9 part of trigeminal transition zone,96E2CE,Rest Hindbrain,EA37FF,9
r9DPCRt,17493,r9 part of dorsal parvicellular reticular formation,96E2CE,Rest Hindbrain,EA37FF,9
r9Trs,111220878,superficial stratum of r9Tr,96E2CE,Rest Hindbrain,EA37FF,9
r9Sp5I,17488,r9 part of spinal trigeminal nucleus- interpolar part,96E2CE,Rest Hindbrain,EA37FF,9
r9Lim,17494,liminal part of the r9 alar plate,75D9BF,Rest Hindbrain,EA37FF,9
r9Limv,17495,ventricular zone of r9Lim,75D9BF,Rest Hindbrain,EA37FF,9
r9Limm,17496,mantle zone of r9Lim,96E2CE,Rest Hindbrain,EA37FF,9
r9Limp,111220880,periventricular stratum of r9Lim,96E2CE,Rest Hindbrain,EA37FF,9
r9Limi,111220882,intermediate stratum of r9Lim,96E2CE,Rest Hindbrain,EA37FF,9
r9VPCRt,17497,r9 part of ventral parvicellular reticular formation,96E2CE,Rest Hindbrain,EA37FF,9
r9Lims,111220884,superficial stratum of r9Lim,96E2CE,Rest Hindbrain,EA37FF,9
r9Amb,17499,r9 portion of ambiguous motor nucleus (postmigratory),96E2CE,Rest Hindbrain,EA37FF,9
r9BL,17501,lateral part of r9B,5EAE99,Rest Hindbrain,EA37FF,9
r9BLm,17503,mantle zone of r9BL,69C3AC,Rest Hindbrain,EA37FF,9
r9BLi,17506,intermediate stratum of r9BL,69C3AC,Rest Hindbrain,EA37FF,9
r9BLRt,17507,r9 part of the basolateral reticular formation,69C3AC,Rest Hindbrain,EA37FF,9
r9BLs,17508,superficial stratum of r9BL,69C3AC,Rest Hindbrain,EA37FF,9
r9LRt,17509,r9 part of the lateral reticular nucleus,69C3AC,Rest Hindbrain,EA37FF,9
r9Li,17511,r9 part of linear nucleus,69C3AC,Rest Hindbrain,EA37FF,9
r10,17538,rhombomere 10,91D9BF,Rest Hindbrain,EA37FF,9
r10R,17539,r10 roof plate,ABE2CE,Rest Hindbrain,EA37FF,9
r10A,17540,r10 alar plate,91D9BF,Rest Hindbrain,EA37FF,9
r10Tr,17547,r10 part of the trigeminal column,91D9BF,Rest Hindbrain,EA37FF,9
r10Trv,17548,ventricular zone of r10Tr,91D9BF,Rest Hindbrain,EA37FF,9
r10Trm,17549,mantle zone of r10Tr,A6E0CB,Rest Hindbrain,EA37FF,9
r10Trp,111220900,periventricular stratum of r10Tr,A6E0CB,Rest Hindbrain,EA37FF,9
r10Sol,17552,r10 part of solitary complex,A6E0CB,Rest Hindbrain,EA37FF,9
r10Tri,111220902,intermediate stratum of r10Tr,A6E0CB,Rest Hindbrain,EA37FF,9
r10-5Tr,17551,r10 part of trigeminal transition zone,A6E0CB,Rest Hindbrain,EA37FF,9
r10DPCRt,17555,r10 part of dorsal parvicellular reticular formation,A6E0CB,Rest Hindbrain,EA37FF,9
r10Lim,17556,liminal part of the r10 alar plate,91D9BF,Rest Hindbrain,EA37FF,9
r10Limv,17557,ventricular zone of r10Lim,91D9BF,Rest Hindbrain,EA37FF,9
r10Limm,17558,mantle zone of r10Lim,A6E0CB,Rest Hindbrain,EA37FF,9
r10Limp,111220906,periventricular stratum of r10Lim,A6E0CB,Rest Hindbrain,EA37FF,9
r10-10M,17560,r10 part of vagal motor nucleus,A6E0CB,Rest Hindbrain,EA37FF,9
r10Limi,111220908,intermediate stratum of r10Lim,A6E0CB,Rest Hindbrain,EA37FF,9
r10VPCRt,17559,r10 part of ventral parvicellular reticular formation,A6E0CB,Rest Hindbrain,EA37FF,9
r10Lims,111220910,superficial stratum of r10Lim,A6E0CB,Rest Hindbrain,EA37FF,9
r11R,17597,r11 roof plate,CFE9DA,Rest Hindbrain,EA37FF,9
r11Trv,17604,ventricular zone of r11Tr,BBE0CB,Rest Hindbrain,EA37FF,9
r11Lim,17612,liminal part of the r11 alar plate,BFD9BF,Rest Hindbrain,EA37FF,9
r11Limv,17613,ventricular zone of r11Lim,BFD9BF,Rest Hindbrain,EA37FF,9
r11Limm,17614,mantle zone of r11Lim,BBE0CB,Rest Hindbrain,EA37FF,9
r11Limp,111220932,periventricular stratum of r11Lim,BBE0CB,Rest Hindbrain,EA37FF,9
r11LimCG,17615,r11 liminal central gray,BBE0CB,Rest Hindbrain,EA37FF,9
r11-10M,17617,r11 part of vagal motor nucleus (postmigratory),BBE0CB,Rest Hindbrain,EA37FF,9
r11Limi,111220934,intermediate stratum of r11Lim,BBE0CB,Rest Hindbrain,EA37FF,9
r11VPCRt,17616,r11 part of ventral parvicellular reticular formation,BBE0CB,Rest Hindbrain,EA37FF,9
r11Lims,111220936,superficial stratum of r11Lim,BBE0CB,Rest Hindbrain,EA37FF,9
 ,, , , , ,
PHy,16211,peduncular (caudal) hypothalamus,DF7257,Rest Forebrain,C86A39,10
PHyA,16212,alar part of peduncular hypothalamus,DF7257,Rest Forebrain,C86A39,10
PPaA,16213,peduncular paraventricular area of PHyA,DF7257,Rest Forebrain,C86A39,10
PPam,16215,mantle zone of PPaA,E4866F,Rest Forebrain,C86A39,10
PPai,16225,intermediate stratum of PPaA,E4866F,Rest Forebrain,C86A39,10
PaL,16226,paraventricular nucleus- lateral part,E4866F,Rest Forebrain,C86A39,10
UDPeF,16227,upper dorsal perifornical nucleus,E4866F,Rest Forebrain,C86A39,10
UDLH,16228,upper dorsal lateral hypothalamic area,E4866F,Rest Forebrain,C86A39,10
LPo,16229,lateral posterior nucleus,E4866F,Rest Forebrain,C86A39,10
PSM,16230,peduncular nucleus of the stria medullaris,E4866F,Rest Forebrain,C86A39,10
PPas,16231,superficial stratum of PPaA,E4866F,Rest Forebrain,C86A39,10
EPD,16232,dorsal entopeduncular nucleus,E4866F,Rest Forebrain,C86A39,10
PSPa,16233,peduncular subparaventricular area,DF7257,Rest Forebrain,C86A39,10
PSPav,16234,ventricular zone of PSPa,DF7257,Rest Forebrain,C86A39,10
PSPam,16235,mantle zone of PSPa,E4866F,Rest Forebrain,C86A39,10
PSPap,16236,periventricular stratum of PSPa,E4866F,Rest Forebrain,C86A39,10
A13,16238,A13 dopaminergic cell group,E4866F,Rest Forebrain,C86A39,10
PSPai,16239,intermediate stratum of PSPa,E4866F,Rest Forebrain,C86A39,10
AHP,16240,posterior part of anterior hypothalamic nucleus,E4866F,Rest Forebrain,C86A39,10
LDPeF,16242,lower dorsal perifornical nucleus,E4866F,Rest Forebrain,C86A39,10
LDLH,16243,lower dorsal lateral hypothalamic area,E4866F,Rest Forebrain,C86A39,10
PSPas,16244,superficial stratum of PSPa,E4866F,Rest Forebrain,C86A39,10
EPV,16245,ventral entopeduncular nucleus,E4866F,Rest Forebrain,C86A39,10
PHyB-D,16248,dorsal part of PHyB,B25B46,Rest Forebrain,C86A39,10
PHyB-Dm,16250,mantle zone of PHyB-D,C9674E,Rest Forebrain,C86A39,10
PHyB-Di,16253,intermediate stratum of PHyB-D,C9674E,Rest Forebrain,C86A39,10
PBasi,16254,posterobasal nucleus- intermediate part,C9674E,Rest Forebrain,C86A39,10
UBLH,16255,upper basal lateral hypothalamic area,C9674E,Rest Forebrain,C86A39,10
UBPeF,16256,upper basal perifornical nucleus,C9674E,Rest Forebrain,C86A39,10
PHyB-Ds,16257,superficial stratum of PHyB-D,C9674E,Rest Forebrain,C86A39,10
MCSH,16258,magnocellular superficial hypothalamic nucleus,C9674E,Rest Forebrain,C86A39,10
P-DMH,16265,peduncular part of dorsomedial hypothalamic nucleus,C9674E,Rest Forebrain,C86A39,10
P-DMHc,16266,core of P-DMH,C9674E,Rest Forebrain,C86A39,10
P-DMHs,16267,shell of P-DMH,C9674E,Rest Forebrain,C86A39,10
STh,16272,subthalamic nucleus (migrated),C9674E,Rest Forebrain,C86A39,10
PHyB-Vp,16278,periventricular stratum of PHyB-V,C9674E,Rest Forebrain,C86A39,10
DTMp,16279,dorsal tuberomammillary nucleus- periventricular part (histaminergic),C9674E,Rest Forebrain,C86A39,10
PHyB-Vi,16280,intermediate stratum of PHyB-V,C9674E,Rest Forebrain,C86A39,10
DTMi,16281,dorsal tuberomammillary nucleus- intermediate part (histaminergic),C9674E,Rest Forebrain,C86A39,10
PHyB-Pp,16288,periventricular stratum of PHyB-P,C9674E,Rest Forebrain,C86A39,10
PPRM,16289,periventricular periretromammillary nucleus,C9674E,Rest Forebrain,C86A39,10
PHyB-Pi,16290,intermediate stratum of PHyB-P,C9674E,Rest Forebrain,C86A39,10
IPRM,16291,intermediate periretromammillary nucleus,C9674E,Rest Forebrain,C86A39,10
RMap,16298,periventricular stratum of RMa,C9674E,Rest Forebrain,C86A39,10
RMM,16299,retromammillary area- medial part,C9674E,Rest Forebrain,C86A39,10
SMT,16300,submammillothalamic nucleus,C9674E,Rest Forebrain,C86A39,10
D,16308,diencephalon,FFF9C7,Rest Forebrain,C86A39,10
p3,16309,prosomere 3,FFF9C7,Rest Forebrain,C86A39,10
PTh,16310,prethalamus,FFF9C7,Rest Forebrain,C86A39,10
p3R,16311,roof plate of p3,FFF9C7,Rest Forebrain,C86A39,10
p3Ch,16312,choroidal tissue of p3,FFF7BD,Rest Forebrain,C86A39,10
p3Chv,111220576,ventricular zone of p3Ch,FFF7BD,Rest Forebrain,C86A39,10
p3A,16313,alar plate of p3 (alar prethalamus),FFF4A4,Rest Forebrain,C86A39,10
p3AD,16314,dorsal part of alar p3,FFF4A4,Rest Forebrain,C86A39,10
PThE,16315,prethalamic eminence,FFF4A4,Rest Forebrain,C86A39,10
PThEv,16316,ventricular zone of PThE,FFF4A4,Rest Forebrain,C86A39,10
PThEm,16317,mantle zone of PThE,FFF7BD,Rest Forebrain,C86A39,10
PThEp,16318,periventricular stratum of PThE,FFF7BD,Rest Forebrain,C86A39,10
PThEi,16319,intermediate stratum of PThE,FFF7BD,Rest Forebrain,C86A39,10
SM,16320,nucleus of the stria medullaris (prethalamic),FFF7BD,Rest Forebrain,C86A39,10
PThEs,16321,superficial stratum of PThE,FFF7BD,Rest Forebrain,C86A39,10
p3AL,16322,lateral part of alar p3,FFF4A4,Rest Forebrain,C86A39,10
RtC,16323,reticular complex,FFF4A4,Rest Forebrain,C86A39,10
RtCv,16324,ventricular zone of RtC,FFF4A4,Rest Forebrain,C86A39,10
RtCm,16325,mantle zone of RtC,FFF7BD,Rest Forebrain,C86A39,10
RtCp,16326,periventricular stratum of RtC,FFF7BD,Rest Forebrain,C86A39,10
RHy,16327,retrohypothalamic nucleus,FFF7BD,Rest Forebrain,C86A39,10
RtCi,16328,intermediate stratum of RtC,FFF7BD,Rest Forebrain,C86A39,10
Rt,16329,reticular nucleus,FFF7BD,Rest Forebrain,C86A39,10
RtCs,16330,superficial stratum of RtC,FFF7BD,Rest Forebrain,C86A39,10
SubG,16331,subgeniculate nucleus,FFF7BD,Rest Forebrain,C86A39,10
p3APV,16332,posteroventral part of alar p3,FFF4A4,Rest Forebrain,C86A39,10
p3ZL,16333,prethalamic (p3) zona limitans domain,FFF4A4,Rest Forebrain,C86A39,10
p3ZLv,16334,ventricular zone of p3ZL,FFF4A4,Rest Forebrain,C86A39,10
p3ZLm,16335,mantle zone of p3ZL,FFF7BD,Rest Forebrain,C86A39,10
p3ZLp,16336,periventricular stratum of p3ZL,FFF7BD,Rest Forebrain,C86A39,10
p3ZLS,16337,shell of p3ZL,FFF7BD,Rest Forebrain,C86A39,10
p3ZLi,16338,intermediate stratum of p3ZL,FFF7BD,Rest Forebrain,C86A39,10
IntC,16339,intercalate nucleus,FFF7BD,Rest Forebrain,C86A39,10
p3ZLs,16340,superficial stratum of p3ZL,FFF7BD,Rest Forebrain,C86A39,10
PreG,16341,pregeniculate nucleus,FFF7BD,Rest Forebrain,C86A39,10
PP,16342,peripeduncular nucleus,FFF7BD,Rest Forebrain,C86A39,10
ZIC,16343,zona incerta complex,FFF4A4,Rest Forebrain,C86A39,10
ZICv,16344,ventricular zone of ZIC,FFF4A4,Rest Forebrain,C86A39,10
ZICm,16345,mantle zone of ZIC,FFF7BD,Rest Forebrain,C86A39,10
ZICp,16346,periventricular stratum of ZIC,FFF7BD,Rest Forebrain,C86A39,10
ZICi,16348,intermediate stratum of ZIC,FFF7BD,Rest Forebrain,C86A39,10
RZI,16349,rostral zona incerta,FFF7BD,Rest Forebrain,C86A39,10
ZICs,16350,superficial stratum of ZIC,FFF7BD,Rest Forebrain,C86A39,10
PThTg,16352,prethalamic tegmentum,CCC383,Rest Forebrain,C86A39,10
p3B,16353,basal plate of p3,CCC383,Rest Forebrain,C86A39,10
p3Bm,16355,mantle zone of p3B,DAD18D,Rest Forebrain,C86A39,10
p3Bp,16356,periventricular stratum of p3B,DAD18D,Rest Forebrain,C86A39,10
p3PEW,16357,p3 portion of the pre-Edinger-Westphal nucleus,DAD18D,Rest Forebrain,C86A39,10
p3Bi,16358,intermediate stratum of p3B,DAD18D,Rest Forebrain,C86A39,10
