STRUCTURE,STRUCTUREID,STRUCTUREFULLNAME,STRUCTURECOLOR,STRUCTUREREGION,STRUCTUREREGIONCOLOR,CLUSTER
PHyB-Vi,16280,intermediate stratum of PHyB-V,C9674E,Rest Forebrain,C86A39,6
DTMi,16281,dorsal tuberomammillary nucleus- intermediate part (histaminergic),C9674E,Rest Forebrain,C86A39,6
PHyB-Vs,16282,superficial stratum of PHyB-V,C9674E,Rest Forebrain,C86A39,6
PTe,16283,paraterete nucleus,C9674E,Rest Forebrain,C86A39,6
CTM,16284,caudal tuberomammillary nucleus (histaminergic),C9674E,Rest Forebrain,C86A39,6
PHyB-P,16285,perimammillary part of PHyB,B25B46,Rest Forebrain,C86A39,6
PHyB-Pv,16286,ventricular zone of PHyB-P,B25B46,Rest Forebrain,C86A39,6
PHyB-Pm,16287,mantle zone of PHyB-P,C9674E,Rest Forebrain,C86A39,6
PHyB-Pp,16288,periventricular stratum of PHyB-P,C9674E,Rest Forebrain,C86A39,6
PPRM,16289,periventricular periretromammillary nucleus,C9674E,Rest Forebrain,C86A39,6
PHyB-Pi,16290,intermediate stratum of PHyB-P,C9674E,Rest Forebrain,C86A39,6
IPRM,16291,intermediate periretromammillary nucleus,C9674E,Rest Forebrain,C86A39,6
PHyB-Ps,16292,superficial stratum of PHyB-P,C9674E,Rest Forebrain,C86A39,6
LPRM,16293,lateral periretromammillary nucleus,C9674E,Rest Forebrain,C86A39,6
PHyB-M,16294,mammillary part of PHyB,B25B46,Rest Forebrain,C86A39,6
RMa,16295,retromammillary area,B25B46,Rest Forebrain,C86A39,6
RMav,16296,ventricular zone of RMa,B25B46,Rest Forebrain,C86A39,6
RMam,16297,mantle zone of RMa,C9674E,Rest Forebrain,C86A39,6
RMap,16298,periventricular stratum of RMa,C9674E,Rest Forebrain,C86A39,6
RMM,16299,retromammillary area- medial part,C9674E,Rest Forebrain,C86A39,6
SMT,16300,submammillothalamic nucleus,C9674E,Rest Forebrain,C86A39,6
RMai,16301,intermediate stratum of RMa,C9674E,Rest Forebrain,C86A39,6
RML,16302,retromammillary area- lateral part,C9674E,Rest Forebrain,C86A39,6
RMas,16303,superficial stratum of RMa,C9674E,Rest Forebrain,C86A39,6
SThO,16304,subthalamic nucleus (migratory origin),C9674E,Rest Forebrain,C86A39,6
PSThO,16305,parasubthalamic nucleus (migratory origin),C9674E,Rest Forebrain,C86A39,6
PHyF,16306,floor of peduncular hypothalamus,AB6553,Rest Forebrain,C86A39,6
RMaF,16307,retromammillary floor,9E5D4C,Rest Forebrain,C86A39,6
 ,, , , , ,
p1Bs,16636,superficial stratum of p1B,E6CE20,Rest Forebrain,C86A39,7
p1MT,16637,p1 part of the medial terminal nucleus of the accessory optic tract,E6CE20,Rest Forebrain,C86A39,7
p1SNC,16638,p1 part of the substantia nigra compacta,E6CE20,Rest Forebrain,C86A39,7
p1SNR,16639,p1 part of the substantia nigra reticulata,E6CE20,Rest Forebrain,C86A39,7
p1PN,16640,p1 portion of the paranigral nucleus,E6CE20,Rest Forebrain,C86A39,7
p1Fs,16647,superficial stratum of p1F,CCB71D,Rest Forebrain,C86A39,7
p1VTA,16648,p1 part of the ventral tegmental area,A69517,Rest Forebrain,C86A39,7
MTg,16725,m1 (rostral) midbrain tegmentum,128F12,Rest Midbrain,17B317,7
m1B,16726,basal plate of m1,128F12,Rest Midbrain,17B317,7
m1Bv,16727,ventricular zone of m1B,128F12,Rest Midbrain,17B317,7
m1Bm,16728,mantle zone of m1B,45AC47,Rest Midbrain,17B317,7
m1Bp,16729,periventricular stratum of m1B,45AC47,Rest Midbrain,17B317,7
m1B-PAG,16730,m1B part of the periaqueductal gray,45AC47,Rest Midbrain,17B317,7
m1PEW,16731,m1 part of the pre-Edinger-Westphal nucleus,45AC47,Rest Midbrain,17B317,7
m1Bi,16732,intermediate stratum of m1B,45AC47,Rest Midbrain,17B317,7
RLi,16748,rostral linear nucleus,45AC47,Rest Midbrain,17B317,7
3EW,16733,oculomotor nucleus- Edinger-Westphal subnucleus,45AC47,Rest Midbrain,17B317,7
3M,16734,oculomotor nucleus- main part,45AC47,Rest Midbrain,17B317,7
m1BRt,16735,medial basal reticular formation of m1,45AC47,Rest Midbrain,17B317,7
m1PaR,16736,pararubral nucleus- m1 part,45AC47,Rest Midbrain,17B317,7
RMC,16737,red nucleus- magnocellular part,45AC47,Rest Midbrain,17B317,7
m1Bs,16738,superficial stratum of m1B,45AC47,Rest Midbrain,17B317,7
m1PN,16739,m1 part of paranigral nucleus,45AC47,Rest Midbrain,17B317,7
m1SNC,16740,substantia nigra compacta- m1 part,45AC47,Rest Midbrain,17B317,7
m1SNR,16741,substantia nigra reticulata- m1 part,45AC47,Rest Midbrain,17B317,7
m1PBP,112892283,m1 part of parabrachialis pigmentosus,45AC47,Rest Midbrain,17B317,7
m1F,16742,floor plate of m1,378A37,Rest Midbrain,17B317,7
m1Fv,16743,ventricular zone of m1F,338033,Rest Midbrain,17B317,7
m1Fm,16744,mantle zone of m1F,128F12,Rest Midbrain,17B317,7
m1Fp,16745,periventricular stratum of m1F,128F12,Rest Midbrain,17B317,7
m1F-PAG,16746,m1F part of the periaqueductal gray,338033,Rest Midbrain,17B317,7
m1Fi,16747,intermediate stratum of m1F,128F12,Rest Midbrain,17B317,7
m1Fs,16749,superficial stratum of m1F,128F12,Rest Midbrain,17B317,7
m1VTA,16750,ventral tegmental area- m1 part,338033,Rest Midbrain,17B317,7
m2,16751,mesomere 2 (preisthmus or caudal midbrain),00D100,Rest Midbrain,17B317,7
PIsTt,16752,preisthmic midbrain tectum,00D100,Rest Midbrain,17B317,7
m2R,16753,m2 roof,93EC93,Rest Midbrain,17B317,7
m2Rv,112892285,ventricular zone of m2R,61E361,Rest Midbrain,17B317,7
m2Rm,112892287,mantle zone of m2R,93EC93,Rest Midbrain,17B317,7
m2Rp,112892289,periventricular stratum of m2R,93EC93,Rest Midbrain,17B317,7
m2Ri,112892291,intermediate stratum of m2R,93EC93,Rest Midbrain,17B317,7
m2Rs,112892293,superficial stratum of m2R,93EC93,Rest Midbrain,17B317,7
m2A,16754,m2 alar plate,00D100,Rest Midbrain,17B317,7
m2AD,16755,dorsal part of m2A,00D100,Rest Midbrain,17B317,7
m2ADv,16756,ventricular zone of m2AD,00D100,Rest Midbrain,17B317,7
m2ADm,16757,mantle zone of m2AD,61E361,Rest Midbrain,17B317,7
m2ADp,16758,periventricular stratum of m2AD,61E361,Rest Midbrain,17B317,7
PIsD-PAG,16759,dorsal preisthmic part of periaqueductal gray,61E361,Rest Midbrain,17B317,7
m2ADi,16760,intermediate stratum of m2AD,61E361,Rest Midbrain,17B317,7
m2VPaC,112892295,ventral paracommissural tectal nucleus- m2 part,61E361,Rest Midbrain,17B317,7
m2ADs,16761,superficial stratum of m2AD,61E361,Rest Midbrain,17B317,7
m2DPaC,112892297,dorsal paracommissural tectal nucleus- m2 part,61E361,Rest Midbrain,17B317,7
m2ADL,16762,dorsolateral part of m2A,00D100,Rest Midbrain,17B317,7
m2ADLv,16763,ventricular zone of m2ADL,00D100,Rest Midbrain,17B317,7
m2ADLm,16764,mantle zone of m2ADL,61E361,Rest Midbrain,17B317,7
m2ADLp,16765,periventricular stratum of m2ADL,61E361,Rest Midbrain,17B317,7
PIsDL-PAG,16766,dorsolateral preisthmic part of periaqueductal gray,61E361,Rest Midbrain,17B317,7
m2ADLi,16767,intermediate stratum of m2ADL,61E361,Rest Midbrain,17B317,7
SagD,16768,nucleus sagulum- deep part,61E361,Rest Midbrain,17B317,7
m2ADLs,16769,superficial stratum of m2ADL,61E361,Rest Midbrain,17B317,7
SagS,16770,nucleus sagulum- superficial part,61E361,Rest Midbrain,17B317,7
m2AL,16771,lateral part of m2A,00D100,Rest Midbrain,17B317,7
m2ALv,16772,ventricular zone of m2AL,00D100,Rest Midbrain,17B317,7
m2ALm,16773,mantle zone of m2AL,61E361,Rest Midbrain,17B317,7
m2ALp,16774,periventricular stratum of m2AL,61E361,Rest Midbrain,17B317,7
PIsL-PAG,16775,lateral part of preisthmic periaqueductal gray,61E361,Rest Midbrain,17B317,7
m2ALi,16776,intermediate stratum of m2AL,61E361,Rest Midbrain,17B317,7
CnF,16777,cuneiform nucleus,61E361,Rest Midbrain,17B317,7
m2ALs,16778,superficial stratum of m2AL,61E361,Rest Midbrain,17B317,7
CnFS,16779,superficial cuneiform nucleus,61E361,Rest Midbrain,17B317,7
m2AVL,16780,ventrolateral part of m2A,00D100,Rest Midbrain,17B317,7
m2Lim,16781,liminal alar domain of m2,00D100,Rest Midbrain,17B317,7
m2Limv,16782,ventricular zone of m2Lim,00D100,Rest Midbrain,17B317,7
m2Limm,16783,mantle zone of m2Lim,61E361,Rest Midbrain,17B317,7
m2Limp,16784,periventricular stratum of m2Lim,61E361,Rest Midbrain,17B317,7
m2Lim-PAG,16785,liminal periaqueductal gray of m2,61E361,Rest Midbrain,17B317,7
m2Limi,16786,intermediate stratum of m2Lim,61E361,Rest Midbrain,17B317,7
SCnF,16787,subcuneiform nucleus,61E361,Rest Midbrain,17B317,7
m2LimRt,16788,liminal reticular formation of m2,61E361,Rest Midbrain,17B317,7
m2Lims,16789,superficial stratum of m2Lim,61E361,Rest Midbrain,17B317,7
PIsTg,16790,preisthmic tegmentum,00A700,Rest Midbrain,17B317,7
m2B,16791,m2 basal plate,00A700,Rest Midbrain,17B317,7
m2Bv,16792,ventricular zone of m2B,00A700,Rest Midbrain,17B317,7
m2Bm,16793,mantle zone of m2B,0CBF0C,Rest Midbrain,17B317,7
m2Bp,16794,periventricular stratum of m2B,0CBF0C,Rest Midbrain,17B317,7
m2B-PAG,16795,basal m2 periaqueductal gray,0CBF0C,Rest Midbrain,17B317,7
m2DR,16796,m2 part of the dorsal raphe nucleus,0CBF0C,Rest Midbrain,17B317,7
m2Bi,16797,intermediate stratum of m2B,0CBF0C,Rest Midbrain,17B317,7
m2BRt,16798,reticular formation of basal m2,0CBF0C,Rest Midbrain,17B317,7
m2PaR,16799,m2 part of pararubral nucleus,0CBF0C,Rest Midbrain,17B317,7
m2Bs,16800,superficial stratum of m2B,0CBF0C,Rest Midbrain,17B317,7
m2PN,16801,m2 part of paranigral nucleus,0CBF0C,Rest Midbrain,17B317,7
m2PBP,16802,m2 part of nucleus parabrachialis pigmentosus,0CBF0C,Rest Midbrain,17B317,7
m2SNC,16803,m2 part of substantia nigra compacta,0CBF0C,Rest Midbrain,17B317,7
m2SNR,16804,m2 part of substantia nigra reticulata,0CBF0C,Rest Midbrain,17B317,7
m2F,16805,m2 floor plate,449F44,Rest Midbrain,17B317,7
m2Fv,112892299,ventricular zone of m2F,3F943F,Rest Midbrain,17B317,7
m2Fm,112892301,mantle zone of m2F,00A700,Rest Midbrain,17B317,7
m2Fp,112892303,periventricular stratum of m2F,00A700,Rest Midbrain,17B317,7
m2Fi,112892305,intermediate stratum of m2F,00A700,Rest Midbrain,17B317,7
m2Fs,112892307,superficial stratum of m2F,00A700,Rest Midbrain,17B317,7
m2VTA,16806,m2 part of VTA,3F943F,Rest Midbrain,17B317,7
IF,16807,interfascicular nucleus,3F943F,Rest Midbrain,17B317,7
 ,, , , , ,
F,15566,forebrain,C86A39,Rest Forebrain,C86A39,8
SP,15567,secondary prosencephalon,A84D10,Rest Forebrain,C86A39,8
CSP,15738,caudal secondary prosencephalon,ED985C,Rest Forebrain,C86A39,8
Tel,15739,telencephalic vesicle,ED985C,Rest Forebrain,C86A39,8
TelR,15740,roof plate of evaginated telencephalic vesicle,FAB17C,Rest Forebrain,C86A39,8
CSCom,15741,caudal septocommissural area,FAB17C,Rest Forebrain,C86A39,8
CSComv,15742,ventricular zone of CSCom,ED985C,Rest Forebrain,C86A39,8
SFOe,15743,subfornical organ- circumventricular ependymal specialization,FAB17C,Rest Forebrain,C86A39,8
CSComm,15744,mantle zone of CSCom,FAB17C,Rest Forebrain,C86A39,8
CSComp,15745,periventricular stratum of CSCom,FAB17C,Rest Forebrain,C86A39,8
SFOp,15746,subfornical organ- periventricular part,FAB17C,Rest Forebrain,C86A39,8
CSComi,15747,intermediate stratum of CSCom,FAB17C,Rest Forebrain,C86A39,8
CSComs,15748,superficial stratum of CSCom,FAB17C,Rest Forebrain,C86A39,8
TCh,15749,telencephalic choroidal formation,FAB17C,Rest Forebrain,C86A39,8
TelA,15750,alar plate of evaginated telencephalic vesicle,ED985C,Rest Forebrain,C86A39,8
SPall,15751,subpallium,F37321,Rest Forebrain,C86A39,8
SPallv,111220534,ventricular zone of SPall,F37321,Rest Forebrain,C86A39,8
SPallm,111220536,mantle zone of SPall,F5853A,Rest Forebrain,C86A39,8
SeSPall,15752,subpallial septum,FAA41A,Rest Forebrain,C86A39,8
DgSe,15753,diagonal part of septum,FAA41A,Rest Forebrain,C86A39,8
DgSev,15754,ventricular zone of DgSe,FAA41A,Rest Forebrain,C86A39,8
DgSem,15755,mantle zone of DgSe,FBB13B,Rest Forebrain,C86A39,8
DgSep,15756,periventricular stratum of DgSe,FBB13B,Rest Forebrain,C86A39,8
LSV,15757,lateral septal nucleus- ventral part,FBB13B,Rest Forebrain,C86A39,8
MnSC,15758,median supracommissural nucleus,FBB13B,Rest Forebrain,C86A39,8
DgSei,15759,intermediate stratum of DgSe,FBB13B,Rest Forebrain,C86A39,8
LSIV,15760,lateral septal nucleus- intermedio-ventral part,FBB13B,Rest Forebrain,C86A39,8
SHy,15761,septohypothalamic nucleus,FBB13B,Rest Forebrain,C86A39,8
DgSes,15762,superficial stratum of DgSe,FBB13B,Rest Forebrain,C86A39,8
VDB,15763,vertical nucleus of the diagonal band,FBB13B,Rest Forebrain,C86A39,8
MS,15764,medial septal nucleus,FBB13B,Rest Forebrain,C86A39,8
PalSe,15765,pallidal septum,FAA41A,Rest Forebrain,C86A39,8
PalSev,15766,ventricular zone of PalSe,FAA41A,Rest Forebrain,C86A39,8
PalSem,15767,mantle zone of PalSe,FBB13B,Rest Forebrain,C86A39,8
PalSep,15768,periventricular stratum of PalSe,FBB13B,Rest Forebrain,C86A39,8
LSIp,15769,lateral septal nucleus- intermediate part- periventricular,FBB13B,Rest Forebrain,C86A39,8
PalSei,15770,intermediate stratum of PalSe,FBB13B,Rest Forebrain,C86A39,8
LSII,15771,lateral septal nucleus- intermedio-intermediate part,FBB13B,Rest Forebrain,C86A39,8
Ld,15772,lambdoid septal zone,FBB13B,Rest Forebrain,C86A39,8
PalSes,15773,superficial stratum of PalSe,FBB13B,Rest Forebrain,C86A39,8
StrSe,15774,striatal septum,FAA41A,Rest Forebrain,C86A39,8
StrSev,15775,ventricular zone of StrSe,FAA41A,Rest Forebrain,C86A39,8
StrSem,15776,mantle zone of StrSe,FBB13B,Rest Forebrain,C86A39,8
StrSep,15777,periventricular part of StrSe,FBB13B,Rest Forebrain,C86A39,8
LSD,15778,lateral septal nucleus- dorsal part,FBB13B,Rest Forebrain,C86A39,8
TS,15779,triangular septal nucleus,FBB13B,Rest Forebrain,C86A39,8
SFi,15780,septofimbrial nucleus,FBB13B,Rest Forebrain,C86A39,8
StrSei,15781,intermediate part of StrSe,FBB13B,Rest Forebrain,C86A39,8
LSID,15782,lateral septal nucleus- intermedio-dorsal part,FBB13B,Rest Forebrain,C86A39,8
StrSes,15783,superficial part of StrSe,FBB13B,Rest Forebrain,C86A39,8
PaSe,15784,paraseptal subpallium,F37321,Rest Forebrain,C86A39,8
SeDg,15785,septodiagonal transition area,F37321,Rest Forebrain,C86A39,8
SeDgv,15786,ventricular zone of SeDg,F37321,Rest Forebrain,C86A39,8
SeDgm,15787,mantle zone of SeDg,F5853A,Rest Forebrain,C86A39,8
SeDgp,15788,periventricular stratum of SeDg,F5853A,Rest Forebrain,C86A39,8
BSTMS,15789,bed nucleus of the stria terminalis- medioseptal division,F5853A,Rest Forebrain,C86A39,8
BSTMv,15790,nucleus of the stria terminalis- medial division- ventral part,F5853A,Rest Forebrain,C86A39,8
BSTMa,15791,nucleus of the stria terminalis- medial division- anterior part,F5853A,Rest Forebrain,C86A39,8
SeDgi,15792,intermediate stratum of SeDg,F5853A,Rest Forebrain,C86A39,8
SIBT,15793,substantia innominata/basal nucleus- transitional part,F5853A,Rest Forebrain,C86A39,8
BAC,15794,bed nucleus of the anterior commissure,F5853A,Rest Forebrain,C86A39,8
SeDgs,15795,superficial stratum of SeDg,F5853A,Rest Forebrain,C86A39,8
HDBT,15796,horizontal nucleus of the diagonal band- transitional part,F5853A,Rest Forebrain,C86A39,8
SePal,15797,septopallidal transition area,F37321,Rest Forebrain,C86A39,8
SePalv,15798,ventricular zone of SePal,F37321,Rest Forebrain,C86A39,8
SePalm,15799,mantle zone of SePal,F5853A,Rest Forebrain,C86A39,8
SePalp,15800,periventricular stratum of SePal,F5853A,Rest Forebrain,C86A39,8
BSTLS,15801,bed nucleus of the stria terminalis- lateroseptal division,F5853A,Rest Forebrain,C86A39,8
BSTLi,15802,nucleus of the stria terminalis- lateral division- intermediate part,F5853A,Rest Forebrain,C86A39,8
SePali,15803,intermediate stratum of SePal,F5853A,Rest Forebrain,C86A39,8
SePalCo,15804,septopallidal core nucleus,F5853A,Rest Forebrain,C86A39,8
SePalSh,15805,septopallidal shell area,F5853A,Rest Forebrain,C86A39,8
SePals,15806,superficial stratum of SePal,F5853A,Rest Forebrain,C86A39,8
TuSePal,15807,septopallidal part of the olfactory tuberculum,F5853A,Rest Forebrain,C86A39,8
ICjM,15808,island of Calleja major,F5853A,Rest Forebrain,C86A39,8
SeStr,15809,septostriatal transition area (accumbens),F37321,Rest Forebrain,C86A39,8
SeStrv,15810,ventricular zone of SeStr,F37321,Rest Forebrain,C86A39,8
SeStrm,15811,mantle zone of SeStr,F5853A,Rest Forebrain,C86A39,8
SeStrp,15812,periventricular stratum of SeStr,F5853A,Rest Forebrain,C86A39,8
AcbCo,15813,accumbens nucleus- core domain,F5853A,Rest Forebrain,C86A39,8
SeStri,15814,intermediate stratum of SeStr,F5853A,Rest Forebrain,C86A39,8
AcbSh,15815,accumbens nucleus- shell domain,F5853A,Rest Forebrain,C86A39,8
SeStrs,15816,superficial stratum of SeStr,F5853A,Rest Forebrain,C86A39,8
TuSeStr,15817,septostriatal part of the olfactory tuberculum,F5853A,Rest Forebrain,C86A39,8
CSPall,15818,central subpallium (classic basal ganglia),E58724,Rest Forebrain,C86A39,8
CSPallv,111220538,ventricular zone of CSPall,E58724,Rest Forebrain,C86A39,8
CSPallm,111220540,mantle zone of CSPall,EA9E4E,Rest Forebrain,C86A39,8
CSPallp,111220542,periventricular stratum of CSPall,EA9E4E,Rest Forebrain,C86A39,8
CSPalli,111220544,intermediate stratum of CSPall,EA9E4E,Rest Forebrain,C86A39,8
CSPalls,111220546,superficial stratum of CSPall,EA9E4E,Rest Forebrain,C86A39,8
Dg,15819,diagonal domain,E58724,Rest Forebrain,C86A39,8
Dgv,15820,ventricular zone of Dg,E58724,Rest Forebrain,C86A39,8
Dgm,15821,mantle zone of Dg,EA9E4E,Rest Forebrain,C86A39,8
Dgp,15822,periventricular stratum of Dg,EA9E4E,Rest Forebrain,C86A39,8
BSTMC,15823,bed nucleus of the stria terminalis- mediocentral division,EA9E4E,Rest Forebrain,C86A39,8
BSTMpm,15824,posteromedial part of BSTMC,EA9E4E,Rest Forebrain,C86A39,8
BSTMpi,15825,posterointermediate part of BSTMC,EA9E4E,Rest Forebrain,C86A39,8
BSTMpl,15826,posterolateral part of BSTMC,EA9E4E,Rest Forebrain,C86A39,8
EADg,15827,extended amygdala- diagonal part,EA9E4E,Rest Forebrain,C86A39,8
Dgi,15828,intermediate stratum of Dg,EA9E4E,Rest Forebrain,C86A39,8
SIB,15829,substantia innominata/basal nucleus,EA9E4E,Rest Forebrain,C86A39,8
IPal,15830,internal globus pallidus,EA9E4E,Rest Forebrain,C86A39,8
Dgs,15831,superficial stratum of Dg,EA9E4E,Rest Forebrain,C86A39,8
HDB,15832,horizontal nucleus of the diagonal band,EA9E4E,Rest Forebrain,C86A39,8
MCDB,15833,magnocellular diagonal band nucleus,EA9E4E,Rest Forebrain,C86A39,8
Pal,15834,pallidum (globus pallidus complex),E58724,Rest Forebrain,C86A39,8
Palv,15835,ventricular zone of Pal,E58724,Rest Forebrain,C86A39,8
Palm,15836,mantle zone of Pal,EA9E4E,Rest Forebrain,C86A39,8
Palp,15837,periventricular stratum of Pal,EA9E4E,Rest Forebrain,C86A39,8
BSTLC,15838,bed nucleus of the stria terminalis- laterocentral division,EA9E4E,Rest Forebrain,C86A39,8
BSTLp,15839,posterior part of BSTLC,EA9E4E,Rest Forebrain,C86A39,8
BSTLj,15840,juxtacapsular part of BSTLC,EA9E4E,Rest Forebrain,C86A39,8
BSTLd,15841,dorsal part of BSTLC,EA9E4E,Rest Forebrain,C86A39,8
Pali,15842,intermediate stratum of Pal,EA9E4E,Rest Forebrain,C86A39,8
EPal,15843,external globus pallidum,EA9E4E,Rest Forebrain,C86A39,8
VPal,15844,ventral pallidum,EA9E4E,Rest Forebrain,C86A39,8
Pals,15845,superficial stratum of Pal,EA9E4E,Rest Forebrain,C86A39,8
TuPal,15846,pallidal part of olfactory tuberculum,EA9E4E,Rest Forebrain,C86A39,8
TuPal1,15847,plexiform layer of TuPal,EA9E4E,Rest Forebrain,C86A39,8
TuPal2,15848,corticoid layer of TuPal,EA9E4E,Rest Forebrain,C86A39,8
TuPal3,15849,polymorph layer of TuPal,EA9E4E,Rest Forebrain,C86A39,8
ICjPal,15850,pallidal islands of Calleja,EA9E4E,Rest Forebrain,C86A39,8
Str,15851,striatum (corpus striatum),E58724,Rest Forebrain,C86A39,8
Strv,15852,ventricular zone of Str,E58724,Rest Forebrain,C86A39,8
Strm,15853,mantle zone of Str,EA9E4E,Rest Forebrain,C86A39,8
Strp,15854,periventricular stratum of Str,EA9E4E,Rest Forebrain,C86A39,8
Cau,15855,caudate nucleus,EA9E4E,Rest Forebrain,C86A39,8
Stri,15856,intermediate stratum of Str,EA9E4E,Rest Forebrain,C86A39,8
Put,15857,putamen,EA9E4E,Rest Forebrain,C86A39,8
VStr,15858,ventral striatum,EA9E4E,Rest Forebrain,C86A39,8
IPAC,15859,interstitial nucleus of the posterior limb of the anterior commissure,EA9E4E,Rest Forebrain,C86A39,8
LSS,15860,laterostriatal stripe,EA9E4E,Rest Forebrain,C86A39,8
Strs,15861,superficial stratum of Str,EA9E4E,Rest Forebrain,C86A39,8
TuStr,15862,striatal part of olfactory tuberculum,EA9E4E,Rest Forebrain,C86A39,8
TuStr1,15863,plexiform layer of TuStr,EA9E4E,Rest Forebrain,C86A39,8
TuStr2,15864,corticoid layer of TuStr,EA9E4E,Rest Forebrain,C86A39,8
TuStr3,15865,polymorph layer of TuStr,EA9E4E,Rest Forebrain,C86A39,8
ICjStr,15866,striatal islands of Calleja,EA9E4E,Rest Forebrain,C86A39,8
ASPall,15867,subpallial amygdala,E6A723,Rest Forebrain,C86A39,8
AStr,15868,striatal amygdala,E6A723,Rest Forebrain,C86A39,8
AStrv,15869,ventricular zone of AStr,E6A723,Rest Forebrain,C86A39,8
AStrm,15870,mantle zone of AStr,EAB442,Rest Forebrain,C86A39,8
AStrp,15871,periventricular stratum of AStr,EAB442,Rest Forebrain,C86A39,8
ASt,15872,amygdalo-striatal transition,EAB442,Rest Forebrain,C86A39,8
AStri,15873,intermediate stratum of AStr,EAB442,Rest Forebrain,C86A39,8
CeL,15874,central amygdalar nucleus- lateral part,EAB442,Rest Forebrain,C86A39,8
CeC,15875,central amygdalar nucleus- capsular part,EAB442,Rest Forebrain,C86A39,8
IA,15876,intercalated amygdaloid nuclei,EAB442,Rest Forebrain,C86A39,8
AStrs,15877,superficial stratum of AStr,EAB442,Rest Forebrain,C86A39,8
APal,15878,pallidal amygdala,E6A723,Rest Forebrain,C86A39,8
APalv,15879,ventricular zone of APal,E6A723,Rest Forebrain,C86A39,8
APalm,15880,mantle zone of APal,EAB442,Rest Forebrain,C86A39,8
APalp,15881,periventricular stratum of APal,EAB442,Rest Forebrain,C86A39,8
BSTLA,15882,bed nucleus of stria terminalis- lateral amygdaloid division,EAB442,Rest Forebrain,C86A39,8
APali,15883,intermediate stratum of APal,EAB442,Rest Forebrain,C86A39,8
CeM,15884,central amygdaloid nucleus- medial part,EAB442,Rest Forebrain,C86A39,8
APals,15885,superficial stratum of APal,EAB442,Rest Forebrain,C86A39,8
ADg,15886,diagonal amygdala,E6A723,Rest Forebrain,C86A39,8
ADgv,15887,ventricular zone of ADg,E6A723,Rest Forebrain,C86A39,8
ADgm,15888,mantle zone of ADg,EAB442,Rest Forebrain,C86A39,8
ADgp,15889,periventricular stratum of ADg,EAB442,Rest Forebrain,C86A39,8
BSTMA,15890,bed nucleus of the stria terminalis- medial amygdaloid division,EAB442,Rest Forebrain,C86A39,8
ADgi,15891,intermediate stratum of ADg,EAB442,Rest Forebrain,C86A39,8
ADgs,15892,superficial stratum of ADg,EAB442,Rest Forebrain,C86A39,8
AHy,15893,hypothalamic amygdala,E6A723,Rest Forebrain,C86A39,8
AHyv,15894,ventricular zone of AHy,E6A723,Rest Forebrain,C86A39,8
AHym,15895,mantle zone of AHy,EAB442,Rest Forebrain,C86A39,8
AHyp,15896,periventricular stratum of AHy,EAB442,Rest Forebrain,C86A39,8
AHyi,15897,intermediate stratum of AHy,EAB442,Rest Forebrain,C86A39,8
AHys,15898,superficial stratum of AHy,EAB442,Rest Forebrain,C86A39,8
MePD,15899,medial amygdala- posterodorsal part,EAB442,Rest Forebrain,C86A39,8
MePV,15900,medial amygdala- posteroventral part,EAB442,Rest Forebrain,C86A39,8
MeAD,15901,medial amygdala- anterodorsal part,EAB442,Rest Forebrain,C86A39,8
MeAV,15902,medial amygdala- anteroventral part,EAB442,Rest Forebrain,C86A39,8
Pall,15903,pallium,D61837,Rest Forebrain,C86A39,8
Pallv,111220548,ventricular zone of Pall,D61837,Rest Forebrain,C86A39,8
Pallm,111220550,mantle zone of Pall,DA2E4A,Rest Forebrain,C86A39,8
VPall,15904,ventral pallium,DA4335,Rest Forebrain,C86A39,8
OB,15905,olfactory bulb- principal part,DA4335,Rest Forebrain,C86A39,8
OBv,15906,ventricular zone of OB,DA4335,Rest Forebrain,C86A39,8
OBm,15907,mantle zone of OB,DE5548,Rest Forebrain,C86A39,8
OBp,15908,periventricular stratum of OB,DE5548,Rest Forebrain,C86A39,8
OB-Gr,15909,OB granular layer,B9392D,Rest Forebrain,C86A39,8
OB-Ipl,15910,OB inner plexiform layer,DE5548,Rest Forebrain,C86A39,8
OBi,15911,intermediate stratum of OB,DE5548,Rest Forebrain,C86A39,8
OB-Mtr,15912,OB mitral cell layer,C43C30,Rest Forebrain,C86A39,8
OB-Opl,15913,OB outer plexiform layer,DE5548,Rest Forebrain,C86A39,8
OBs,15914,superficial stratum of OB,DE5548,Rest Forebrain,C86A39,8
OB-Glom,15915,OB glomerular layer,DA4335,Rest Forebrain,C86A39,8
OB-OF,15916,OB olfactory fiber layer,DE5548,Rest Forebrain,C86A39,8
AOV,15917,anterior olfactory area- ventral part,DA4335,Rest Forebrain,C86A39,8
AOVv,15918,ventricular zone of AOV,DA4335,Rest Forebrain,C86A39,8
AOVm,15919,mantle zone of AOV,DE5548,Rest Forebrain,C86A39,8
AOVp,15920,periventricular stratum of AOV,DE5548,Rest Forebrain,C86A39,8
AOVi,15921,intermediate stratum of AOV,DE5548,Rest Forebrain,C86A39,8
AOVs,15922,superficial stratum of AOV,DE5548,Rest Forebrain,C86A39,8
AOV1,15923,layer 1 of AOV cortex,DE5548,Rest Forebrain,C86A39,8
AOV2,15924,layer 2 of AOV cortex,C43C30,Rest Forebrain,C86A39,8
AOV3,15925,layer 3 of AOV cortex,DE5548,Rest Forebrain,C86A39,8
AOVE,15926,external part of AOV,DE5548,Rest Forebrain,C86A39,8
